data_200
gluon communication time,0.00021562684986941528,0.00010937364289400042,5.2693490950755586e-05,4.284109349176044e-05,4.972377178672644e-05
gluon time,0.00044680308618316527,0.00022132680828150042,0.0001099501255857556,7.566855622426045e-05,6.589961669547644e-05
gluon speedup,2.660656420606415,2.8062608177588517,3.3247779213756483,2.687500068024293,1.650020978156372

Round 7
master access,13767754,8647824,5393134,4499836,3746674
max host master access,4768812,1954986,631558,408188,135906
mirror access,43932234,49052164,52306854,53200152,53953314
max host mirror access,9271540,4843476,2887342,1610232,862150
mirror write,21966117,24526082,26153427,26600076,26976657
mirror update_ratio,0.8640676173562669,0.874641747032385,0.8566134172955591,0.8115797577575591,0.7585362137249703
baseline local time,7.706164431375e-05,3.16682053875e-05,1.0301178635000001e-05,6.6297027325e-06,2.22400490875e-06
baseline remote time,0.0011589425,0.0006054345,0.00036091775,0.000201279,0.00010776875
baseline time,0.0011589425,0.0006054345,0.00036091775,0.000201279,0.00010776875
gluon compute time,0.00022540628431375002,0.00010916382138749999,5.6498650635e-05,3.2393414732500004e-05,1.601840490875e-05
gluon communication time,0.0002056171681352657,0.00010457346161460116,5.045478615316391e-05,4.103843597256839e-05,4.7644895273058263e-05
gluon time,0.00043102345244901575,0.00021373728300210117,0.00010695343678816391,7.34318507050684e-05,6.366330018180826e-05
gluon speedup,2.688815407642087,2.8326106306593606,3.374531579708351,2.7410312836648605,1.69279238889967

Round 8
master access,13322686,8374042,5227350,4358752,3630850
max host master access,4584652,1880188,614880,392236,132464
mirror access,41420628,46369272,49515964,50384562,51112464
max host mirror access,8910560,4657216,2825486,1582714,848998
mirror write,20710314,23184636,24757982,25192281,25556232
mirror update_ratio,0.8146688680880712,0.8268035039330752,0.8109078617636587,0.7686273269046433,0.7185963575233553
baseline local time,7.411508431375e-05,3.0471437387499998e-05,1.0034330635000001e-05,6.3744707325e-06,2.16893290875e-06
baseline remote time,0.00111382,0.000582152,0.00035318575,0.00019783925,0.00010612475
baseline time,0.00111382,0.000582152,0.00035318575,0.00019783925,0.00010612475
gluon compute time,0.00021668404431375002,0.0001049868933875,5.5242106635e-05,3.16978947325e-05,1.575290090875e-05
gluon communication time,0.0001938620337801236,9.885385047617879e-05,4.776271527987063e-05,3.886649838223963e-05,4.513620784124513e-05
gluon time,0.0004105460780938736,0.0002038407438636788,0.00010300482191487063,7.056439311473964e-05,6.088910874999513e-05
gluon speedup,2.7130206800935968,2.8559157946819593,3.4288273445285298,2.8036696876044545,1.74291843284713

Round 9
master access,12609930,7940810,4960956,4133740,3446134
max host master access,4292032,1761276,589578,366794,127184
mirror access,38357316,43026436,46006290,46833506,47521112
max host mirror access,8336508,4360544,2718790,1535012,826116
mirror write,19178658,21513218,23003145,23416753,23760556
mirror update_ratio,0.754419059233396,0.7671978987841821,0.7534309995778088,0.7144552040831986,0.6681051022830636
baseline local time,6.943316431375e-05,2.85688453875e-05,9.629498635e-06,5.9673987325e-06,2.08445290875e-06
baseline remote time,0.0010420635,0.000545068,0.00033984875,0.0001918765,0.0001032645
baseline time,0.0010420635,0.000545068,0.00033984875,0.0001918765,0.0001032645
gluon compute time,0.00020281729231375002,9.83375493875e-05,5.3130138635e-05,3.05275907325e-05,1.530230890875e-05
gluon communication time,0.000179524735600505,9.172731611716647e-05,4.437731092851509e-05,3.612722454913094e-05,4.196476984711769e-05
gluon time,0.00038234202791425503,0.00019006486550466646,9.750744956351509e-05,6.665481528163095e-05,5.726707875586769e-05
gluon speedup,2.7254746376814625,2.8677998879630784,3.4853619033346463,2.8786592414858623,1.8032087936634855

